 id,Group,Name,rows,cols,entries
1055,Sandia,fpga_dcop_01,1220,1220,5892
1056,Sandia,fpga_dcop_02,1220,1220,5892
1057,Sandia,fpga_dcop_03,1220,1220,5892
1065,Sandia,fpga_dcop_11,1220,1220,5892
1066,Sandia,fpga_dcop_12,1220,1220,5892
1067,Sandia,fpga_dcop_13,1220,1220,5892
1068,Sandia,fpga_dcop_14,1220,1220,5892
1069,Sandia,fpga_dcop_15,1220,1220,5892
1070,Sandia,fpga_dcop_16,1220,1220,5892
1071,Sandia,fpga_dcop_17,1220,1220,5892
1072,Sandia,fpga_dcop_18,1220,1220,5892
1073,Sandia,fpga_dcop_19,1220,1220,5892
1074,Sandia,fpga_dcop_20,1220,1220,5892
1075,Sandia,fpga_dcop_21,1220,1220,5892
1076,Sandia,fpga_dcop_22,1220,1220,5892
1077,Sandia,fpga_dcop_23,1220,1220,5892
1078,Sandia,fpga_dcop_24,1220,1220,5892
1079,Sandia,fpga_dcop_25,1220,1220,5892
1080,Sandia,fpga_dcop_26,1220,1220,5892
1081,Sandia,fpga_dcop_27,1220,1220,5892
1082,Sandia,fpga_dcop_28,1220,1220,5892
1083,Sandia,fpga_dcop_29,1220,1220,5892
1084,Sandia,fpga_dcop_30,1220,1220,5892
1085,Sandia,fpga_dcop_31,1220,1220,5892
1086,Sandia,fpga_dcop_32,1220,1220,5892
1087,Sandia,fpga_dcop_33,1220,1220,5892
1088,Sandia,fpga_dcop_34,1220,1220,5892
1089,Sandia,fpga_dcop_35,1220,1220,5892
1090,Sandia,fpga_dcop_36,1220,1220,5892
1091,Sandia,fpga_dcop_37,1220,1220,5892
1092,Sandia,fpga_dcop_38,1220,1220,5892
1093,Sandia,fpga_dcop_39,1220,1220,5892
1094,Sandia,fpga_dcop_40,1220,1220,5892
1095,Sandia,fpga_dcop_41,1220,1220,5892
1096,Sandia,fpga_dcop_42,1220,1220,5892
1097,Sandia,fpga_dcop_43,1220,1220,5892
1098,Sandia,fpga_dcop_44,1220,1220,5892
1099,Sandia,fpga_dcop_45,1220,1220,5892
1100,Sandia,fpga_dcop_46,1220,1220,5892
1101,Sandia,fpga_dcop_47,1220,1220,5892
1102,Sandia,fpga_dcop_48,1220,1220,5892
1103,Sandia,fpga_dcop_49,1220,1220,5892
1104,Sandia,fpga_dcop_50,1220,1220,5892
1105,Sandia,fpga_dcop_51,1220,1220,5892
226,HB,orsirr_2,886,886,5970
152,HB,fs_760_1,760,760,5976
153,HB,fs_760_2,760,760,5976
154,HB,fs_760_3,760,760,5976
297,Bai,bfwb782,782,782,5982
134,HB,dwt_758,758,758,5994
127,HB,dwt_503,503,503,6027
187,HB,jpwh_991,991,991,6027
20,HB,bcspwr08,1624,1624,6050
2720,VDOL,orbitRaising_3,761,761,6098
1626,Bai,qh1484,1484,1484,6110
2465,DIMACS10,delaunay_n10,1024,1024,6112
2250,Priebel,130bit,584,575,6120
2705,VDOL,lowThrust_1,584,584,6133
653,LPnetlib,lp_perold,625,1506,6148
1980,JGD_GL6,GL6_D_8,544,637,6153
176,HB,jagmesh1,936,936,6264
2117,JGD_Homology,n4c5-b9,630,1895,6300
1171,MathWorks,Pd_rhs,8081,12406,6323
2561,CPM,cz628,628,628,6346
684,LPnetlib,lp_ship04l,402,2166,6380
622,LPnetlib,lp_fffff800,524,1028,6401
2188,JGD_SL6,D_6,970,435,6491
21,HB,bcspwr09,1723,1723,6511
2719,VDOL,orbitRaising_2,739,739,6526
2331,Gleich,minnesota,2642,2642,6606
1701,Meszaros,cr42,905,1513,6614
843,Cunningham,m3plates,11107,11107,6639
105,HB,can_715,715,715,6665
1471,Pajek,EVA,8497,8497,6726
41,HB,bcsstk19,817,817,6853
225,HB,orsirr_1,1030,1030,6858
177,HB,jagmesh2,1009,1009,6865
194,HB,lshp1009,1009,1009,6865
2730,VDOL,spaceShuttleEntry_1,560,560,6891
628,LPnetlib,lp_ganges,1309,1706,6937
2886,ML_Graph,umistfacesnorm_10NN,575,575,6990
2423,AG-Monien,ukerbe1_dual,1866,1866,7076
687,LPnetlib,lp_ship08s,778,2467,7194
2018,JGD_Homology,ch6-6-b2,2400,450,7200
104,HB,can_634,634,634,7228
62,HB,bcsstm07,420,420,7252
135,HB,dwt_869,869,869,7285
662,LPnetlib,lp_qap8,912,1632,7296
796,Qaplib,lp_nug08,912,1632,7296
1628,Bai,rdb1250,1250,1250,7300
1629,Bai,rdb1250l,1250,1250,7300
1714,Meszaros,iiasa,669,3639,7317
2722,VDOL,reorientation_1,677,677,7326
380,DRIVCAV,cavity01,317,317,7327
381,DRIVCAV,cavity02,317,317,7327
382,DRIVCAV,cavity03,317,317,7327
383,DRIVCAV,cavity04,317,317,7327
679,LPnetlib,lp_sctap2,1090,2500,7334
272,HB,west2021,2021,2021,7353
178,HB,jagmesh3,1089,1089,7361
1401,Bates,Chem97ZtZ,2541,2541,7361
1832,Meszaros,scrs8-2b,1820,3499,7367
1833,Meszaros,scrs8-2c,1820,3499,7367
1106,Sandia,fpga_trans_01,1220,1220,7382
1107,Sandia,fpga_trans_02,1220,1220,7382
138,HB,dwt_918,918,918,7384
1999,JGD_GL7d,GL7d26,305,2798,7412
893,Norris,lung1,1650,1650,7419
2885,ML_Graph,Spectro_10NN,531,531,7422
2096,JGD_Homology,n3c6-b10,675,2511,7425
137,HB,dwt_878,878,878,7448
182,HB,jagmesh7,1138,1138,7450
183,HB,jagmesh8,1141,1141,7465
294,Bai,bfwa782,782,782,7514
1532,Pajek,WorldCities,315,100,7518
1723,Meszaros,model2,379,1321,7607
2192,JGD_SL6,D_10,460,816,7614
208,HB,mahindas,1258,1258,7682
159,HB,gr_30_30,900,900,7744
180,HB,jagmesh5,1180,1180,7750
287,Averous,epb0,1794,1794,7764
2721,VDOL,orbitRaising_4,915,915,7790
28,HB,bcsstk06,420,420,7860
29,HB,bcsstk07,420,420,7860
1924,JGD_BIBD,bibd_12_5,66,792,7920
2150,JGD_Margulies,cat_ears_2_4,1009,2689,7982
299,Bai,bwm2000,2000,2000,7996
320,Bai,olm2000,2000,2000,7996
494,Gset,G32,2000,2000,8000
495,Gset,G33,2000,2000,8000
496,Gset,G34,2000,2000,8000
690,LPnetlib,lp_sierra,1227,2735,8001
1483,Pajek,GD06_Java,1538,1538,8032
1765,Meszaros,rosen7,264,776,8034
2553,Schulthess,N_pid,3625,3923,8054
2182,JGD_Relat,relat6,2340,157,8108
2428,AG-Monien,diag,2559,2559,8184
467,Grund,poli,4008,4008,8188
672,LPnetlib,lp_scfxm3,990,1800,8206
1793,Meszaros,cep1,1521,4769,8233
633,LPnetlib,lp_grow22,440,946,8252
689,LPnetlib,lp_ship12s,1151,2869,8284
637,LPnetlib,lp_ken_07,2426,3602,8404
2209,JGD_Trefethen,Trefethen_500,500,500,8478
2689,VDOL,goddardRocketProblem_1,831,831,8498
314,Bai,mhda416,416,416,8562
111,HB,dwt_1007,1007,1007,8575
677,LPnetlib,lp_scsd8,397,2750,8584
214,HB,nnc1374,1374,1374,8606
2144,JGD_Kocay,Trec10,106,478,8612
110,HB,dwt_1005,1005,1005,8621
195,HB,lshp1270,1270,1270,8668
2195,JGD_SPG,EX1,560,560,8736
2196,JGD_SPG,EX2,560,560,8736
170,HB,illc1850,1850,712,8758
261,HB,well1850,1850,712,8758
1640,Bai,tols4000,4000,4000,8784
1756,Meszaros,progas,1650,1900,8897
1463,Pajek,EPA,4772,4772,8965
1442,Oberwolfach,rail_1357,1357,1357,8985
181,HB,jagmesh6,1377,1377,8993
1239,GHS_indef,laser,3002,3002,9000
1790,Meszaros,iprob,3001,3001,9000
1828,Meszaros,scagr7-2c,2447,3479,9005
2690,VDOL,goddardRocketProblem_2,867,867,9058
184,HB,jagmesh9,1349,1349,9101
658,LPnetlib,lp_pilot_we,722,2928,9265
475,Gset,G15,800,800,9322
479,Gset,G19,800,800,9322
477,Gset,G17,800,800,9334
482,Gset,G21,800,800,9334
476,Gset,G16,800,800,9344
481,Gset,G20,800,800,9344
696,LPnetlib,lp_stocfor2,2157,3045,9357
474,Gset,G14,800,800,9388
478,Gset,G18,800,800,9388
2058,JGD_Homology,mk10-b2,3150,630,9450
179,HB,jagmesh4,1440,1440,9504
233,HB,pores_2,1224,1224,9613
1188,Rajat,rajat04,1041,1041,9642
230,HB,plsk1919,1919,1919,9662
2877,ML_Graph,micromass_10NN,571,571,9668
1749,Meszaros,p2756,755,3511,9692
680,LPnetlib,lp_sctap3,1480,3340,9734
625,LPnetlib,lp_fit1p,627,1677,9868
2360,Rommes,M80PI_n1,4028,4028,9927
2368,Rommes,S80PI_n1,4028,4028,9927
107,HB,can_838,838,838,10010
309,Bai,dw1024,2048,2048,10114
1614,Bai,dw2048,2048,2048,10114
642,LPnetlib,lp_maros,846,1966,10137
2364,Rommes,M80PI_n,4182,4182,10261
2372,Rommes,S80PI_n,4182,4182,10261
1969,JGD_G5,IG5-10,652,976,10273
1521,Pajek,SciMet,3084,3084,10413
112,HB,dwt_1242,1242,1242,10426
348,Boeing,bcsstm38,8032,8032,10485
1619,Bai,dwg961b,961,961,10591
196,HB,lshp1561,1561,1561,10681
1327,Morandini,rotor2,791,791,10685
594,LPnetlib,lp_25fv47,821,1876,10705
614,LPnetlib,lp_czprob,929,3562,10708
1430,Oberwolfach,filter2D,1668,1668,10750
1822,Meszaros,plddb,3069,5049,10839
2888,ML_Graph,Vehicle_10NN,846,846,10894
2408,Arenas,email,1133,1133,10902
710,LPnetlib,lpi_cplex1,3005,5224,10947
909,vanHeukelum,cage8,1015,1015,11003
988,Sandia,adder_dcop_05,1813,1813,11097
987,Sandia,adder_dcop_04,1813,1813,11107
986,Sandia,adder_dcop_03,1813,1813,11148
984,Sandia,adder_dcop_01,1813,1813,11156
1108,Sandia,init_adder1,1813,1813,11156
1794,Meszaros,deter0,1923,5468,11173
1947,JGD_Forest,TF13,1121,1302,11185
1186,Rajat,rajat02,1960,1960,11187
989,Sandia,adder_dcop_06,1813,1813,11224
990,Sandia,adder_dcop_07,1813,1813,11226
993,Sandia,adder_dcop_10,1813,1813,11232
992,Sandia,adder_dcop_09,1813,1813,11239
991,Sandia,adder_dcop_08,1813,1813,11242
994,Sandia,adder_dcop_11,1813,1813,11243
996,Sandia,adder_dcop_13,1813,1813,11245
1002,Sandia,adder_dcop_19,1813,1813,11245
1027,Sandia,adder_dcop_44,1813,1813,11245
985,Sandia,adder_dcop_02,1813,1813,11246
995,Sandia,adder_dcop_12,1813,1813,11246
997,Sandia,adder_dcop_14,1813,1813,11246
998,Sandia,adder_dcop_15,1813,1813,11246
999,Sandia,adder_dcop_16,1813,1813,11246
1000,Sandia,adder_dcop_17,1813,1813,11246
1001,Sandia,adder_dcop_18,1813,1813,11246
1003,Sandia,adder_dcop_20,1813,1813,11246
1004,Sandia,adder_dcop_21,1813,1813,11246
1005,Sandia,adder_dcop_22,1813,1813,11246
1006,Sandia,adder_dcop_23,1813,1813,11246
1007,Sandia,adder_dcop_24,1813,1813,11246
1008,Sandia,adder_dcop_25,1813,1813,11246
1009,Sandia,adder_dcop_26,1813,1813,11246
1010,Sandia,adder_dcop_27,1813,1813,11246
1011,Sandia,adder_dcop_28,1813,1813,11246
1012,Sandia,adder_dcop_29,1813,1813,11246
1013,Sandia,adder_dcop_30,1813,1813,11246
1014,Sandia,adder_dcop_31,1813,1813,11246
1015,Sandia,adder_dcop_32,1813,1813,11246
1016,Sandia,adder_dcop_33,1813,1813,11246
1017,Sandia,adder_dcop_34,1813,1813,11246
1018,Sandia,adder_dcop_35,1813,1813,11246
1019,Sandia,adder_dcop_36,1813,1813,11246
1020,Sandia,adder_dcop_37,1813,1813,11246
1021,Sandia,adder_dcop_38,1813,1813,11246
1022,Sandia,adder_dcop_39,1813,1813,11246
1023,Sandia,adder_dcop_40,1813,1813,11246
1024,Sandia,adder_dcop_41,1813,1813,11246
1025,Sandia,adder_dcop_42,1813,1813,11246
1026,Sandia,adder_dcop_43,1813,1813,11246
1028,Sandia,adder_dcop_45,1813,1813,11246
1029,Sandia,adder_dcop_46,1813,1813,11246
1030,Sandia,adder_dcop_47,1813,1813,11246
1031,Sandia,adder_dcop_48,1813,1813,11246
1032,Sandia,adder_dcop_49,1813,1813,11246
1033,Sandia,adder_dcop_50,1813,1813,11246
1034,Sandia,adder_dcop_51,1813,1813,11246
1035,Sandia,adder_dcop_52,1813,1813,11246
1036,Sandia,adder_dcop_53,1813,1813,11246
1037,Sandia,adder_dcop_54,1813,1813,11246
1038,Sandia,adder_dcop_55,1813,1813,11246
1039,Sandia,adder_dcop_56,1813,1813,11246
1040,Sandia,adder_dcop_57,1813,1813,11246
1041,Sandia,adder_dcop_58,1813,1813,11246
1042,Sandia,adder_dcop_59,1813,1813,11246
1043,Sandia,adder_dcop_60,1813,1813,11246
1044,Sandia,adder_dcop_61,1813,1813,11246
1045,Sandia,adder_dcop_62,1813,1813,11246
1046,Sandia,adder_dcop_63,1813,1813,11246
1047,Sandia,adder_dcop_64,1813,1813,11246
1048,Sandia,adder_dcop_65,1813,1813,11246
1049,Sandia,adder_dcop_66,1813,1813,11246
1050,Sandia,adder_dcop_67,1813,1813,11246
1051,Sandia,adder_dcop_68,1813,1813,11246
1052,Sandia,adder_dcop_69,1813,1813,11246
2251,Priebel,145bit,1002,993,11315
429,FIDAP,ex32,1159,1159,11343
258,HB,watt_1,1856,1856,11360
1535,Zitney,extr1b,2836,2836,11404
836,Zitney,extr1,2837,2837,11407
1956,JGD_Franz,Franz3,1280,2800,11520
259,HB,watt_2,1856,1856,11550
2674,VDOL,freeFlyingRobot_2,1338,1338,11600
2334,Fluorem,DK01R,903,903,11766
1895,Luong,photogrammetry,1388,390,11816
515,Gset,G51,1000,1000,11818
517,Gset,G53,1000,1000,11828
516,Gset,G52,1000,1000,11832
518,Gset,G54,1000,1000,11832
511,Gset,G48,3000,3000,12000
512,Gset,G49,3000,3000,12000
514,Gset,G50,3000,3000,12000
2055,JGD_Homology,lutz30-23-b6,1716,3003,12012
331,Bai,rdb2048,2048,2048,12032
1632,Bai,rdb2048_noL,2048,2048,12032
1506,Pajek,Journals,124,124,12068
91,HB,can_1054,1054,1054,12196
2419,AG-Monien,grid2_dual,3136,3136,12224
2466,DIMACS10,delaunay_n11,2048,2048,12254
1613,Bai,cryg2500,2500,2500,12349
2191,JGD_SL6,D_9,815,1133,12395
92,HB,can_1072,1072,1072,12444
2023,JGD_Homology,ch7-6-b2,4200,630,12600
2210,JGD_Trefethen,Trefethen_700,700,700,12654
2189,JGD_SL6,D_7,1270,971,12714
1507,Pajek,Kohonen,4470,4470,12731
2562,CPM,cz1268,1268,1268,12786
1803,Meszaros,fxm2-6,1520,2845,12812
2418,AG-Monien,grid2,3296,3296,12864
686,LPnetlib,lp_ship08l,778,4363,12882
197,HB,lshp1882,1882,1882,12904
2675,VDOL,freeFlyingRobot_3,1718,1718,12922
1196,Rajat,rajat12,1879,1879,12926
30,HB,bcsstk08,1074,1074,12960
1170,MathWorks,Pd,8081,8081,13036
723,LPnetlib,lpi_klein3,994,1082,13101
1530,Pajek,USpowerGrid,4941,4941,13188
2404,Newman,power,4941,4941,13188
2083,JGD_Homology,n2c6-b8,1470,3990,13230
838,Zitney,radfr1,1048,1048,13299
659,LPnetlib,lp_pilotnov,975,2446,13331
624,LPnetlib,lp_fit1d,24,1049,13427
2876,ML_Graph,mice_10NN,1077,1077,13484
1942,JGD_CAG,CAG_mat364,364,364,13585
2737,VDOL,spaceStation_4,950,950,13626
2531,DIMACS10,uk,4824,4824,13674
252,HB,steam2,600,600,13760
2047,JGD_Homology,cis-n4c6-b14,920,6300,13800
2123,JGD_Homology,n4c6-b14,920,6300,13800
1533,Pajek,yeast,2361,2361,13828
227,HB,orsreg_1,2205,2205,14133
1466,Pajek,Erdos972,5488,5488,14170
2112,JGD_Homology,n4c5-b4,2852,1350,14260
1931,JGD_BIBD,bibd_17_4b,136,2380,14280
1932,JGD_BIBD,bibd_17_4,136,2380,14280
2765,Mycielski,mycielskian9,383,383,14542
1053,Sandia,adder_trans_01,1814,1814,14579
1054,Sandia,adder_trans_02,1814,1814,14579
324,Bai,pde2961,2961,2961,14585
1468,Pajek,Erdos982,5822,5822,14750
2692,VDOL,hangGlider_2,1647,1647,14754
81,HB,blckhole,2132,2132,14872
1378,MathWorks,Sieber,2290,2290,14873
2190,JGD_SL6,D_8,1132,1271,14966
657,LPnetlib,lp_pilot_ja,940,2267,14977
605,LPnetlib,lp_bnl2,2324,4486,14996
2079,JGD_Homology,n2c6-b4,3003,1365,15015
2101,JGD_Homology,n3c6-b4,3003,1365,15015
1470,Pajek,Erdos992,6100,6100,15030
2006,JGD_Groebner,robot24c1_mat5,404,302,15118
2007,JGD_Groebner,robot24c1_mat5_J,302,404,15118
1537,Schenk_IBMNA,c-18,2169,2169,15145
2738,VDOL,spaceStation_5,1019,1019,15219
198,HB,lshp2233,2233,2233,15337
1816,Meszaros,delf,3170,6654,15397
75,HB,bcsstm25,15439,15439,15439
347,Boeing,bcsstm37,25503,25503,15525
2666,VDOL,dynamicSoaringProblem_2,1591,1591,15588
2422,AG-Monien,ukerbe1,5981,5981,15704
219,HB,nos3,960,960,15844
611,LPnetlib,lp_cre_c,3068,6411,15977
1766,Meszaros,rosen8,520,1544,16058
1456,Pajek,California,9664,9664,16150
688,LPnetlib,lp_ship12l,1151,5533,16276
2156,JGD_Margulies,flower_4_4,1837,5529,16466
2860,ML_Graph,collins_15NN,1000,1000,16492
649,LPnetlib,lp_pds_02,2953,7716,16571
2655,LeGresley,LeGresley_2508,2508,2508,16727
139,HB,dwt_992,992,992,16744
1464,Pajek,Erdos02,6927,6927,16944
2116,JGD_Homology,n4c5-b8,1895,3635,17055
329,Bai,rbsa480,480,480,17088
330,Bai,rbsb480,480,480,17088
539,Hamm,add20,2395,2395,17319
2743,VDOL,spaceStation_10,1272,1272,17478
2739,VDOL,spaceStation_6,1111,1111,17595
1360,PARSEC,Si2,769,769,17801
2723,VDOL,reorientation_2,1544,1544,17910
199,HB,lshp2614,2614,2614,17980
609,LPnetlib,lp_cre_a,3516,7248,18168
2676,VDOL,freeFlyingRobot_4,2358,2358,18218
1446,Oberwolfach,spiral,1434,1434,18228
1512,Pajek,ODLIS,2909,2909,18246
2740,VDOL,spaceStation_7,1134,1134,18252
2859,ML_Graph,cnae9_10NN,1080,1080,18278
1623,Bai,mhd3200b,3200,3200,18316
1886,NYPA,Maragal_3,1690,860,18391
31,HB,bcsstk09,1083,1083,18437
1865,Muite,Chebyshev2,2053,2053,18447
140,HB,eris1176,1176,1176,18552
734,Mallya,lhr01,1477,1477,18592
1633,Bai,rdb3200l,3200,3200,18880
2059,JGD_Homology,mk10-b3,4725,3150,18900
2741,VDOL,spaceStation_8,1157,1157,18945
2744,VDOL,spaceStation_11,1364,1364,18954
2402,Newman,polblogs,1490,1490,19025
830,Wang,wang1,2903,2903,19093
831,Wang,wang2,2903,2903,19093
418,FIDAP,ex21,656,656,19144
1798,Meszaros,deter4,3235,9133,19231
2857,ML_Graph,Binaryalphadigs_10NN,1404,1404,19392
375,Brethour,coater1,1348,1348,19457
545,Hollinger,g7jac010,2880,2880,19635
546,Hollinger,g7jac010sc,2880,2880,19635
67,HB,bcsstm12,1473,1473,19659
2742,VDOL,spaceStation_9,1180,1180,19674
2745,VDOL,spaceStation_12,1410,1410,19728
1750,Meszaros,p6000,2095,7967,19826
506,Gset,G43,1000,1000,19980
507,Gset,G44,1000,1000,19980
508,Gset,G45,1000,1000,19980
509,Gset,G46,1000,1000,19980
510,Gset,G47,1000,1000,19980
322,Bai,olm5000,5000,5000,19996
521,Gset,G57,5000,5000,20000
244,HB,sherman3,5005,5005,20033
810,Shyy,shyy41,4720,4720,20042
717,LPnetlib,lpi_gran,2658,2525,20111
336,Bai,rw5151,5151,5151,20199
1690,Meszaros,aircraft,3754,7517,20267
1792,Meszaros,stoch_aircraft,3754,7517,20267
2777,SNAP,CollegeMsg,1899,1899,20296
1211,Oberwolfach,t3dl_e,20360,20360,20360
1751,Meszaros,pcb1000,1565,2820,20463
2696,VDOL,kineticBatchReactor_1,2052,2052,20600
345,Boeing,bcsstm35,30237,30237,20619
1818,Meszaros,large,4282,8617,20635
2311,SNAP,p2p-Gnutella08,6301,6301,20777
2062,JGD_Homology,mk11-b2,6930,990,20790
246,HB,sherman5,3312,3312,20793
200,HB,lshp3025,3025,3025,20833
828,Wang,swang1,3169,3169,20841
829,Wang,swang2,3169,3169,20841
708,LPnetlib,lpi_ceria3d,3576,4400,21178
371,Bomhof,circuit_2,4510,4510,21199
2883,ML_Graph,plantstexture_10NN,1599,1599,21204
460,Grund,bayer09,3083,3083,21216
613,LPnetlib,lp_cycle,1903,3371,21234
339,Boeing,bcsstk34,588,588,21418
1955,JGD_Franz,Franz2,4032,4480,21504
823,TOKAMAK,utm1700b,1700,1700,21509
2019,JGD_Homology,ch6-6-b3,5400,2400,21600
2020,JGD_Homology,ch6-6-b4,4320,5400,21600
1754,Meszaros,primagaz,1554,10836,21665
1538,Schenk_IBMNA,c-19,2327,2327,21817
22,HB,bcspwr10,5300,5300,21842
1839,Meszaros,sctap1-2c,3390,7458,21854
2881,ML_Graph,Plants_10NN,1600,1600,21930
68,HB,bcsstm13,2003,2003,21943
2028,JGD_Homology,ch7-7-b2,7350,882,22050
32,HB,bcsstk10,1086,1086,22070
65,HB,bcsstm10,1086,1086,22092
1970,JGD_G5,IG5-11,1227,1692,22110
1200,Hamrle,Hamrle2,5952,5952,22162
1181,HB,lock_700,700,700,22175
430,FIDAP,ex33,1733,1733,22189
2884,ML_Graph,semeion_10NN,1593,1593,22226
1802,Meszaros,deter8,3831,10905,22299
241,HB,saylr4,3564,3564,22316
1707,Meszaros,df2177,630,10358,22336
1808,Meszaros,pgp2,4034,13254,22474
1539,Schenk_IBMNA,c-20,2921,2921,22685
419,FIDAP,ex22,839,839,22715
250,HB,sstmodel,3345,3345,22749
1621,Bai,mhd1280b,1280,1280,22778
2863,ML_Graph,dataset18mfeatmorphological_10NN,2000,2000,22832
243,HB,sherman2,1080,1080,23094
595,LPnetlib,lp_80bau3b,2262,12061,23264
755,Nasa,barth4,6019,6019,23492
498,Gset,G36,2000,2000,23532
503,Gset,G40,2000,2000,23532
497,Gset,G35,2000,2000,23556
501,Gset,G39,2000,2000,23556
500,Gset,G38,2000,2000,23558
505,Gset,G42,2000,2000,23558
499,Gset,G37,2000,2000,23570
504,Gset,G41,2000,2000,23570
2412,AG-Monien,airfoil1_dual,8034,8034,23626
2746,VDOL,spaceStation_13,1617,1617,23649
837,Zitney,hydr1,5308,5308,23752
1536,Zitney,hydr1c,5308,5308,23752
426,FIDAP,ex29,2870,2870,23754
1763,Meszaros,rosen1,520,1544,23794
1500,Pajek,geom,7343,7343,23796
2050,JGD_Homology,cis-n4c6-b3,5970,1330,23880
2126,JGD_Homology,n4c6-b3,5970,1330,23880
540,Hamm,add32,4960,4960,23884
201,HB,lshp3466,3466,3466,23896
1724,Meszaros,model3,1609,4578,23974
2731,VDOL,spaceShuttleEntry_2,1428,1428,24073
1695,Meszaros,ch,3700,8291,24102
2790,SNAP,soc-sign-bitcoin-alpha,3783,3783,24186
344,Boeing,bcsstm34,588,588,24270
2747,VDOL,spaceStation_14,1640,1640,24324
213,HB,mcfe,765,765,24382
2467,DIMACS10,delaunay_n12,4096,4096,24528
2411,AG-Monien,airfoil1,4253,4253,24578
2677,VDOL,freeFlyingRobot_5,2878,2878,24582
422,FIDAP,ex25,848,848,24612
1800,Meszaros,deter6,4255,12113,24771
2785,SNAP,email-Eu-core-temporal,1005,1005,24929
519,Gset,G55,5000,5000,24996
520,Gset,G56,5000,5000,24996
120,HB,dwt_2680,2680,2680,25026
2230,TSOPF,TSOPF_FS_b9_c1,2454,2454,25032
2106,JGD_Homology,n3c6-b9,2511,4935,25110
900,Shen,shermanACa,3432,3432,25220
1729,Meszaros,model8,2896,6464,25277
189,HB,lns_3937,3937,3937,25407
191,HB,lnsp3937,3937,3937,25407
618,LPnetlib,lp_degen3,1503,2604,25432
2882,ML_Graph,plantsmargin_12NN,1600,1600,25482
2784,SNAP,email-Eu-core,1005,1005,25571
2563,CPM,cz2548,2548,2548,25674
1925,JGD_BIBD,bibd_13_6,78,1716,25740
2312,SNAP,p2p-Gnutella09,8114,8114,26013
2113,JGD_Homology,n4c5-b5,4340,2852,26040
2706,VDOL,lowThrust_2,2312,2312,26261
754,Nasa,barth,6691,6691,26439
2320,SNAP,as-735,7716,7716,26467
2410,AG-Monien,3elt_dual,9000,9000,26556
43,HB,bcsstk21,3600,3600,26600
1887,NYPA,Maragal_4,1964,1034,26719
327,Bai,qc324,324,324,26730
416,FIDAP,ex2,441,441,26839
2678,VDOL,freeFlyingRobot_6,3358,3358,27030
282,HB,zenios,2873,2873,27191
2865,ML_Graph,dataset22mfeatzernike_10NN,2000,2000,27414
2861,ML_Graph,dataset12mfeatfactors_10NN,2000,2000,27442
2409,AG-Monien,3elt,4720,4720,27444
1625,Bai,mhd4800b,4800,4800,27520
457,Grund,bayer06,3008,3008,27576
459,Grund,bayer08,3008,3008,27576
1727,Meszaros,model6,2096,5289,27628
2862,ML_Graph,dataset16mfeatkarhunen_10NN,2000,2000,27668
456,Grund,bayer05,3268,3268,27836
458,Grund,bayer07,3268,3268,27836
698,LPnetlib,lp_truss,1000,8806,27836
2864,ML_Graph,dataset20mfeatpixel_10NN,2000,2000,27932
527,Gset,G62,7000,7000,28000
917,Hohn,fd12,7500,7500,28462
1811,Meszaros,stormg2-8,4409,11322,28553
1328,MathWorks,tomography,500,500,28726
2732,VDOL,spaceShuttleEntry_3,1834,1834,28757
1541,Schenk_IBMNA,c-22,3792,3792,28872
2297,SNAP,ca-GrQc,5242,5242,28980
2115,JGD_Homology,n4c5-b7,3635,4735,29080
358,Boeing,msc01050,1050,1050,29156
2827,TAMU_SmartGridCenter,ACTIVSg2000,4000,4000,29336
332,Bai,rdb5000,5000,5000,29600
2080,JGD_Homology,n2c6-b5,4945,3003,29670
1799,Meszaros,deter5,5103,14529,29715
1948,JGD_Forest,TF14,2644,3160,29862
2102,JGD_Homology,n3c6-b5,5005,3003,30030
2522,DIMACS10,data,2851,2851,30186
2026,JGD_Homology,ch7-6-b5,5040,15120,30240
48,HB,bcsstk26,1922,1922,30336
2656,LeGresley,LeGresley_4908,4908,4908,30482
1547,Schenk_IBMNA,c-28,4598,4598,30590
1911,TKK,plbuckle,1282,1282,30644
1753,Meszaros,pf2177,9728,10178,30984
2679,VDOL,freeFlyingRobot_7,3918,3918,31046
630,LPnetlib,lp_greenbea,2392,5598,31070
631,LPnetlib,lp_greenbeb,2392,5598,31070
718,LPnetlib,lpi_greenbea,2393,5596,31074
1542,Schenk_IBMNA,c-23,3969,3969,31079
1546,Schenk_IBMNA,c-27,4563,4563,31375
2398,Newman,hep-th,8361,8361,31502
2310,SNAP,p2p-Gnutella06,8717,8717,31525
871,Pothen,commanche_dual,7920,7920,31680
2309,SNAP,p2p-Gnutella05,8846,8846,31839
2082,JGD_Homology,n2c6-b7,3990,5715,31920
530,Gset,G65,8000,8000,32000
2667,VDOL,dynamicSoaringProblem_3,2871,2871,32022
1540,Schenk_IBMNA,c-21,3509,3509,32157
2724,VDOL,reorientation_3,2513,2513,32166
1795,Meszaros,deter1,5527,15737,32187
1719,Meszaros,lpl2,3294,10881,32232
2817,Goodwin,Goodwin_010,1182,1182,32282
434,FIDAP,ex4,1601,1601,32299
228,HB,plat1919,1919,1919,32399
1187,Rajat,rajat03,7602,7602,32653
384,DRIVCAV,cavity05,1182,1182,32747
385,DRIVCAV,cavity06,1182,1182,32747
386,DRIVCAV,cavity07,1182,1182,32747
387,DRIVCAV,cavity08,1182,1182,32747
